fin_year,stop_id,stop_name,stop_lat,stop_long,network,pax_annual,pax_weekday,pax_norm_weekday,pax_sch_hol_weekday,pax_saturday,pax_sunday,pax_pre_am_peak,pax_am_peak,pax_interpeak,pax_pm_peak,pax_pm_late,stop_name_clean,stop_name_suffix,is_border_nsw
FY22-23,20350,Trafalgar Railway Station (Trafalgar),-38.207239,146.15477,regional,37000,,,,,,,,,,,Trafalgar,Trafalgar,False
FY22-23,20351,Traralgon Railway Station (Traralgon),-38.198889,146.537884,regional,113700,,,,,,,,,,,Traralgon,Traralgon,False
FY22-23,20352,Tynong Railway Station (Tynong),-38.084994,145.628231,regional,5400,,,,,,,,,,,Tynong,Tynong,False
FY22-23,20353,Violet Town Railway Station (Violet Town),-36.638817,145.715926,regional,1700,,,,,,,,,,,Violet Town,Violet Town,False
FY22-23,20354,Wallan Railway Station (Wallan),-37.416534,145.005354,regional,101500,,,,,,,,,,,Wallan,Wallan,False
FY22-23,20355,Wandong Railway Station (Wandong),-37.354676,145.026414,regional,20750,,,,,,,,,,,Wandong,Wandong,False
FY22-23,20356,Wangaratta Railway Station (Wangaratta),-36.355102,146.317041,regional,32350,,,,,,,,,,,Wangaratta,Wangaratta,False
FY22-23,20357,Warragul Railway Station (Warragul),-38.165227,145.932675,regional,119600,,,,,,,,,,,Warragul,Warragul,False
FY22-23,20358,Warrnambool Railway Station (Warrnambool),-38.385015,142.475547,regional,61700,,,,,,,,,,,Warrnambool,Warrnambool,False
FY22-23,20359,Winchelsea Railway Station (Winchelsea),-38.240133,143.984137,regional,3550,,,,,,,,,,,Winchelsea,Winchelsea,False
FY22-23,20360,Wodonga Railway Station (Wodonga),-36.105829,146.871267,regional,26400,,,,,,,,,,,Wodonga,Wodonga,False
FY22-23,20361,Woodend Railway Station (Woodend),-37.358803,144.525893,regional,104000,,,,,,,,,,,Woodend,Woodend,False
FY22-23,20362,Yarragon Railway Station (Yarragon),-38.203155,146.063065,regional,11400,,,,,,,,,,,Yarragon,Yarragon,False
FY22-23,22257,Sherwood Park Railway Station (Warrnambool),-38.386396,142.538873,regional,1800,,,,,,,,,,,Sherwood Park,Warrnambool,False
FY22-23,43469,Wendouree Railway Station (Wendouree),-37.539713,143.820062,regional,106000,,,,,,,,,,,Wendouree,Wendouree,False
FY22-23,44951,Creswick Railway Station (Creswick),-37.424605,143.888122,regional,750,,,,,,,,,,,Creswick,Creswick,False
FY22-23,44952,Clunes Railway Station (Clunes),-37.303143,143.781574,regional,1150,,,,,,,,,,,Clunes,Clunes,False
FY22-23,44953,Maryborough Railway Station (Maryborough),-37.050912,143.742399,regional,6400,,,,,,,,,,,Maryborough,Maryborough,False
FY22-23,47482,Talbot Railway Station (Talbot),-37.172902,143.705635,regional,650,,,,,,,,,,,Talbot,Talbot,False
FY22-23,47641,Waurn Ponds Railway Station (Waurn Ponds),-38.21581,144.30682,regional,178200,,,,,,,,,,,Waurn Ponds,Waurn Ponds,False
FY22-23,47642,Epsom Railway Station (Epsom),-36.706343,144.321036,regional,3400,,,,,,,,,,,Epsom,Epsom,False
FY22-23,47647,Wyndham Vale Railway Station (Manor Lakes),-37.872884,144.608734,regional,715950,,,,,,,,,,,Wyndham Vale,Manor Lakes,False
FY22-23,47648,Tarneit Railway Station (Tarneit),-37.832169,144.694716,regional,1159600,,,,,,,,,,,Tarneit,Tarneit,False
FY22-23,48804,Cobblebank Railway Station (Cobblebank),-37.712542,144.604103,regional,178900,,,,,,,,,,,Cobblebank,Cobblebank,False
FY22-23,49295,Raywood Railway Station (Raywood),-36.531956,144.201158,regional,300,,,,,,,,,,,Raywood,Raywood,False
FY22-23,49296,Huntly Railway Station (Huntly),-36.665847,144.369821,regional,250,,,,,,,,,,,Huntly,Huntly,False
FY22-23,51809,Goornong Railway Station (Goornong),-36.615181,144.503478,regional,800,,,,,,,,,,,Goornong,Goornong,False
FY22-23,52011,Caroline Springs Railway Station (Ravenhall),-37.766144,144.735748,regional,185750,,,,,,,,,,,Caroline Springs,Ravenhall,False
FY22-23,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,regional,4555550,,,,,,,,,,,Southern Cross,Melbourne City,False
FY23-24,19980,Melton Railway Station (Melton South),-37.703362,144.572217,regional,761300,,,,,,,,,,,Melton,Melton South,False
FY23-24,19981,Rockbank Railway Station (Rockbank),-37.729258,144.65063,regional,328050,,,,,,,,,,,Rockbank,Rockbank,False
FY23-24,19982,Deer Park Railway Station (Deer Park),-37.77776,144.772307,regional,518750,,,,,,,,,,,Deer Park,Deer Park,False
FY23-24,20020,Ardeer Railway Station (Ardeer),-37.783063,144.802193,regional,78950,,,,,,,,,,,Ardeer,Ardeer,False
FY23-24,20287,Albury Railway Station (Albury (NSW)),-36.084263,146.924518,regional,73450,,,,,,,,,,,Albury Railway Station (Albury (NSW)),,True
FY23-24,20288,Ararat Railway Station (Ararat),-37.282202,142.936912,regional,50350,,,,,,,,,,,Ararat,Ararat,False
FY23-24,20289,Avenel Railway Station (Avenel),-36.893644,145.229517,regional,1400,,,,,,,,,,,Avenel,Avenel,False
FY23-24,20290,Bacchus Marsh Railway Station (Maddingley),-37.687517,144.436857,regional,334450,,,,,,,,,,,Bacchus Marsh,Maddingley,False
FY23-24,20291,Bairnsdale Railway Station (Bairnsdale),-37.828717,147.627615,regional,49800,,,,,,,,,,,Bairnsdale,Bairnsdale,False
FY23-24,20292,Ballan Railway Station (Ballan),-37.6043,144.225443,regional,85950,,,,,,,,,,,Ballan,Ballan,False
FY23-24,20293,Ballarat Railway Station (Ballarat Central),-37.55879,143.859452,regional,604350,,,,,,,,,,,Ballarat,Ballarat Central,False
FY23-24,20294,Beaufort Railway Station (Beaufort),-37.427875,143.382233,regional,8300,,,,,,,,,,,Beaufort,Beaufort,False
FY23-24,20295,Benalla Railway Station (Benalla),-36.544549,145.983914,regional,28200,,,,,,,,,,,Benalla,Benalla,False
FY23-24,20296,Bendigo Railway Station (Bendigo),-36.765673,144.283012,regional,456400,,,,,,,,,,,Bendigo,Bendigo,False
FY23-24,20297,Birregurra Railway Station (Birregurra),-38.328807,143.78362,regional,3200,,,,,,,,,,,Birregurra,Birregurra,False
FY23-24,20298,Broadford Railway Station (Broadford),-37.207202,145.043009,regional,44250,,,,,,,,,,,Broadford,Broadford,False
FY23-24,20299,Bunyip Railway Station (Bunyip),-38.09911,145.720762,regional,13800,,,,,,,,,,,Bunyip,Bunyip,False
FY23-24,20300,Camperdown Railway Station (Camperdown),-38.2289,143.150932,regional,14450,,,,,,,,,,,Camperdown,Camperdown,False
FY23-24,20301,Castlemaine Railway Station (Castlemaine),-37.062836,144.213801,regional,214300,,,,,,,,,,,Castlemaine,Castlemaine,False
FY23-24,20302,Chiltern Railway Station (Chiltern),-36.155634,146.61138,regional,5500,,,,,,,,,,,Chiltern,Chiltern,False
FY23-24,20303,Clarkefield Railway Station (Clarkefield),-37.483497,144.745368,regional,31550,,,,,,,,,,,Clarkefield,Clarkefield,False
FY23-24,20304,Colac Railway Station (Colac),-38.343378,143.586658,regional,27050,,,,,,,,,,,Colac,Colac,False
FY23-24,20305,Corio Railway Station (Corio),-38.072835,144.37977,regional,29300,,,,,,,,,,,Corio,Corio,False
FY23-24,20306,Dingee Railway Station (Dingee),-36.369235,144.23112,regional,350,,,,,,,,,,,Dingee,Dingee,False
FY23-24,20307,Donnybrook Railway Station (Donnybrook),-37.542571,144.96955,regional,125550,,,,,,,,,,,Donnybrook,Donnybrook,False
FY23-24,20308,Drouin Railway Station (Drouin),-38.136453,145.855943,regional,87600,,,,,,,,,,,Drouin,Drouin,False
FY23-24,20309,Eaglehawk Railway Station (Eaglehawk),-36.718528,144.248382,regional,3100,,,,,,,,,,,Eaglehawk,Eaglehawk,False
FY23-24,20310,Echuca Railway Station (Echuca),-36.130985,144.753463,regional,28800,,,,,,,,,,,Echuca,Echuca,False
FY23-24,20311,Elmore Railway Station (Elmore),-36.495017,144.607753,regional,1900,,,,,,,,,,,Elmore,Elmore,False
FY23-24,20312,Euroa Railway Station (Euroa),-36.749135,145.568086,regional,6900,,,,,,,,,,,Euroa,Euroa,False
FY23-24,20313,Garfield Railway Station (Garfield),-38.09103,145.67422,regional,18950,,,,,,,,,,,Garfield,Garfield,False
FY23-24,20314,Geelong Railway Station (Geelong),-38.144241,144.354992,regional,969600,,,,,,,,,,,Geelong,Geelong,False
FY23-24,20315,Gisborne Railway Station (New Gisborne),-37.458825,144.598718,regional,129100,,,,,,,,,,,Gisborne,New Gisborne,False
FY23-24,20316,Heathcote Junction Railway Station (Heathcote Junction),-37.371709,145.028202,regional,5200,,,,,,,,,,,Heathcote Junction,Heathcote Junction,False
FY23-24,20317,Kangaroo Flat Railway Station (Kangaroo Flat),-36.794838,144.248993,regional,77650,,,,,,,,,,,Kangaroo Flat,Kangaroo Flat,False
FY23-24,20318,Kerang Railway Station (Kerang),-35.733123,143.92443,regional,7600,,,,,,,,,,,Kerang,Kerang,False
FY23-24,20319,Kilmore East Railway Station (Kilmore East),-37.293208,144.983565,regional,54200,,,,,,,,,,,Kilmore East,Kilmore East,False
FY23-24,20320,Kyneton Railway Station (Kyneton),-37.258277,144.450602,regional,123500,,,,,,,,,,,Kyneton,Kyneton,False
FY23-24,20321,Lara Railway Station (Lara),-38.022428,144.414402,regional,320400,,,,,,,,,,,Lara,Lara,False
FY23-24,20323,Little River Railway Station (Little River),-37.962928,144.498485,regional,15800,,,,,,,,,,,Little River,Little River,False
FY23-24,20324,Longwarry Railway Station (Longwarry),-38.110992,145.76686,regional,14900,,,,,,,,,,,Longwarry,Longwarry,False
FY23-24,20325,Macedon Railway Station (Macedon),-37.423577,144.561397,regional,42000,,,,,,,,,,,Macedon,Macedon,False
FY23-24,20326,Malmsbury Railway Station (Malmsbury),-37.189744,144.375325,regional,17550,,,,,,,,,,,Malmsbury,Malmsbury,False
FY23-24,20327,Marshall Railway Station (Marshall),-38.19855,144.355055,regional,151600,,,,,,,,,,,Marshall,Marshall,False
FY23-24,20328,Moe Railway Station (Moe),-38.176907,146.260574,regional,98050,,,,,,,,,,,Moe,Moe,False
FY23-24,20329,Mooroopna Railway Station (Mooroopna),-36.399127,145.358217,regional,4900,,,,,,,,,,,Mooroopna,Mooroopna,False
FY23-24,20330,Morwell Railway Station (Morwell),-38.236723,146.396752,regional,90350,,,,,,,,,,,Morwell,Morwell,False
FY23-24,20331,Murchison East Railway Station (Murchison East),-36.61315,145.24064,regional,7850,,,,,,,,,,,Murchison East,Murchison East,False
FY23-24,20332,Nagambie Railway Station (Nagambie),-36.78546,145.160358,regional,4550,,,,,,,,,,,Nagambie,Nagambie,False
FY23-24,20333,Nar Nar Goon Railway Station (Nar Nar Goon),-38.08159,145.57167,regional,6950,,,,,,,,,,,Nar Nar Goon,Nar Nar Goon,False
FY23-24,20334,North Geelong Railway Station (North Geelong),-38.122836,144.352277,regional,320200,,,,,,,,,,,North Geelong,North Geelong,False
FY23-24,20335,North Shore Railway Station (North Shore),-38.098373,144.365323,regional,84150,,,,,,,,,,,North Shore,North Shore,False
FY23-24,20336,Pyramid Railway Station (Pyramid Hill),-36.053113,144.11313,regional,2750,,,,,,,,,,,Pyramid,Pyramid Hill,False
FY23-24,20337,Riddells Creek Railway Station (Riddells Creek),-37.465127,144.679828,regional,58150,,,,,,,,,,,Riddells Creek,Riddells Creek,False
FY23-24,20338,Rochester Railway Station (Rochester),-36.362363,144.698683,regional,5200,,,,,,,,,,,Rochester,Rochester,False
FY23-24,20339,Rosedale Railway Station (Rosedale),-38.156403,146.786965,regional,2550,,,,,,,,,,,Rosedale,Rosedale,False
FY23-24,20341,Sale Railway Station (Sale),-38.103105,147.054802,regional,27650,,,,,,,,,,,Sale,Sale,False
FY23-24,20342,Seymour Railway Station (Seymour),-37.024725,145.137733,regional,133200,,,,,,,,,,,Seymour,Seymour,False
FY23-24,20343,Shepparton Railway Station (Shepparton),-36.383795,145.4065,regional,74300,,,,,,,,,,,Shepparton,Shepparton,False
FY23-24,20344,South Geelong Railway Station (South Geelong),-38.15866,144.358987,regional,294500,,,,,,,,,,,South Geelong,South Geelong,False
FY23-24,20345,Springhurst Railway Station (Springhurst),-36.185894,146.470421,regional,2700,,,,,,,,,,,Springhurst,Springhurst,False
FY23-24,20346,Stratford Railway Station (Stratford),-37.967047,147.081468,regional,4050,,,,,,,,,,,Stratford,Stratford,False
FY23-24,20347,Swan Hill Railway Station (Swan Hill),-35.341113,143.562347,regional,48600,,,,,,,,,,,Swan Hill,Swan Hill,False
FY23-24,20348,Tallarook Railway Station (Tallarook),-37.092332,145.103002,regional,5700,,,,,,,,,,,Tallarook,Tallarook,False
FY23-24,20349,Terang Railway Station (Terang),-38.236215,142.911467,regional,8950,,,,,,,,,,,Terang,Terang,False
FY23-24,20350,Trafalgar Railway Station (Trafalgar),-38.207239,146.15477,regional,39700,,,,,,,,,,,Trafalgar,Trafalgar,False
FY23-24,20351,Traralgon Railway Station (Traralgon),-38.198889,146.537884,regional,145200,,,,,,,,,,,Traralgon,Traralgon,False
FY23-24,20352,Tynong Railway Station (Tynong),-38.084994,145.628231,regional,5100,,,,,,,,,,,Tynong,Tynong,False
FY23-24,20353,Violet Town Railway Station (Violet Town),-36.638817,145.715926,regional,2800,,,,,,,,,,,Violet Town,Violet Town,False
FY23-24,20354,Wallan Railway Station (Wallan),-37.416534,145.005354,regional,118800,,,,,,,,,,,Wallan,Wallan,False
FY23-24,20355,Wandong Railway Station (Wandong),-37.354676,145.026414,regional,16300,,,,,,,,,,,Wandong,Wandong,False
FY23-24,20356,Wangaratta Railway Station (Wangaratta),-36.355102,146.317041,regional,51900,,,,,,,,,,,Wangaratta,Wangaratta,False
FY23-24,20357,Warragul Railway Station (Warragul),-38.165227,145.932675,regional,136100,,,,,,,,,,,Warragul,Warragul,False
FY23-24,20358,Warrnambool Railway Station (Warrnambool),-38.385015,142.475547,regional,98300,,,,,,,,,,,Warrnambool,Warrnambool,False
FY23-24,20359,Winchelsea Railway Station (Winchelsea),-38.240133,143.984137,regional,4700,,,,,,,,,,,Winchelsea,Winchelsea,False
FY23-24,20360,Wodonga Railway Station (Wodonga),-36.105829,146.871267,regional,54750,,,,,,,,,,,Wodonga,Wodonga,False
FY23-24,20361,Woodend Railway Station (Woodend),-37.358803,144.525893,regional,135150,,,,,,,,,,,Woodend,Woodend,False
FY23-24,20362,Yarragon Railway Station (Yarragon),-38.203155,146.063065,regional,13150,,,,,,,,,,,Yarragon,Yarragon,False
FY23-24,22257,Sherwood Park Railway Station (Warrnambool),-38.386396,142.538873,regional,3600,,,,,,,,,,,Sherwood Park,Warrnambool,False
FY23-24,43469,Wendouree Railway Station (Wendouree),-37.539713,143.820062,regional,162450,,,,,,,,,,,Wendouree,Wendouree,False
FY23-24,44951,Creswick Railway Station (Creswick),-37.424605,143.888122,regional,1300,,,,,,,,,,,Creswick,Creswick,False
FY23-24,44952,Clunes Railway Station (Clunes),-37.303143,143.781574,regional,1850,,,,,,,,,,,Clunes,Clunes,False
FY23-24,44953,Maryborough Railway Station (Maryborough),-37.050912,143.742399,regional,9450,,,,,,,,,,,Maryborough,Maryborough,False
FY23-24,47482,Talbot Railway Station (Talbot),-37.172902,143.705635,regional,850,,,,,,,,,,,Talbot,Talbot,False
FY23-24,47641,Waurn Ponds Railway Station (Waurn Ponds),-38.21581,144.30682,regional,230950,,,,,,,,,,,Waurn Ponds,Waurn Ponds,False
FY23-24,47642,Epsom Railway Station (Epsom),-36.706343,144.321036,regional,6600,,,,,,,,,,,Epsom,Epsom,False
FY23-24,47647,Wyndham Vale Railway Station (Manor Lakes),-37.872884,144.608734,regional,919500,,,,,,,,,,,Wyndham Vale,Manor Lakes,False
FY23-24,47648,Tarneit Railway Station (Tarneit),-37.832169,144.694716,regional,1495450,,,,,,,,,,,Tarneit,Tarneit,False
FY23-24,48804,Cobblebank Railway Station (Cobblebank),-37.712542,144.604103,regional,278050,,,,,,,,,,,Cobblebank,Cobblebank,False
FY23-24,49295,Raywood Railway Station (Raywood),-36.531956,144.201158,regional,850,,,,,,,,,,,Raywood,Raywood,False
FY23-24,49296,Huntly Railway Station (Huntly),-36.665847,144.369821,regional,1000,,,,,,,,,,,Huntly,Huntly,False
FY23-24,51809,Goornong Railway Station (Goornong),-36.615181,144.503478,regional,2150,,,,,,,,,,,Goornong,Goornong,False
FY23-24,52011,Caroline Springs Railway Station (Ravenhall),-37.766144,144.735748,regional,282150,,,,,,,,,,,Caroline Springs,Ravenhall,False
FY23-24,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,regional,5925200,,,,,,,,,,,Southern Cross,Melbourne City,False
FY24-25,19980,Melton,-37.703289,144.572525,regional,806050,,,,,,,,,,,Melton,,False
FY24-25,19981,Rockbank,-37.729258,144.65063,regional,399800,,,,,,,,,,,Rockbank,,False
FY24-25,19982,Deer Park,-37.77776,144.772307,regional,636300,,,,,,,,,,,Deer Park,,False
FY24-25,20020,Ardeer,-37.783063,144.802193,regional,88250,,,,,,,,,,,Ardeer,,False
FY24-25,20287,Albury,-36.084262,146.924515,regional,84300,,,,,,,,,,,Albury,,False
FY24-25,20288,Ararat,-37.282205,142.936914,regional,60700,,,,,,,,,,,Ararat,,False
FY24-25,20289,Avenel,-36.893648,145.229515,regional,1950,,,,,,,,,,,Avenel,,False
FY24-25,20290,Bacchus Marsh,-37.687582,144.436788,regional,346950,,,,,,,,,,,Bacchus Marsh,,False
FY24-25,20291,Bairnsdale,-37.82872,147.627614,regional,67800,,,,,,,,,,,Bairnsdale,,False
FY24-25,20292,Ballan,-37.6043,144.225443,regional,93700,,,,,,,,,,,Ballan,,False
FY24-25,20293,Ballarat,-37.55879,143.859452,regional,684050,,,,,,,,,,,Ballarat,,False
FY24-25,20294,Beaufort,-37.427875,143.382234,regional,9700,,,,,,,,,,,Beaufort,,False
FY24-25,20295,Benalla,-36.54455,145.983915,regional,28900,,,,,,,,,,,Benalla,,False
FY24-25,20296,Bendigo,-36.765673,144.283012,regional,489350,,,,,,,,,,,Bendigo,,False
FY24-25,20297,Birregurra,-38.328808,143.783625,regional,3250,,,,,,,,,,,Birregurra,,False
FY24-25,20298,Broadford,-37.207202,145.043009,regional,47750,,,,,,,,,,,Broadford,,False
FY24-25,20299,Bunyip,-38.09911,145.720762,regional,19650,,,,,,,,,,,Bunyip,,False
FY24-25,20300,Camperdown,-38.228901,143.150928,regional,16050,,,,,,,,,,,Camperdown,,False
FY24-25,20301,Castlemaine,-37.062836,144.213801,regional,225300,,,,,,,,,,,Castlemaine,,False
FY24-25,20302,Chiltern,-36.155637,146.611375,regional,5700,,,,,,,,,,,Chiltern,,False
FY24-25,20303,Clarkefield,-37.483497,144.745368,regional,40100,,,,,,,,,,,Clarkefield,,False
FY24-25,20304,Colac,-38.343378,143.586653,regional,31500,,,,,,,,,,,Colac,,False
FY24-25,20305,Corio,-38.072835,144.37977,regional,31600,,,,,,,,,,,Corio,,False
FY24-25,20306,Dingee,-36.369233,144.23112,regional,550,,,,,,,,,,,Dingee,,False
FY24-25,20307,Donnybrook,-37.542592,144.969865,regional,191400,,,,,,,,,,,Donnybrook,,False
FY24-25,20308,Drouin,-38.136453,145.855943,regional,111250,,,,,,,,,,,Drouin,,False
FY24-25,20309,Eaglehawk,-36.718528,144.248382,regional,3250,,,,,,,,,,,Eaglehawk,,False
FY24-25,20310,Echuca,-36.130982,144.753459,regional,35200,,,,,,,,,,,Echuca,,False
FY24-25,20311,Elmore,-36.49502,144.607758,regional,2300,,,,,,,,,,,Elmore,,False
FY24-25,20312,Euroa,-36.749146,145.567864,regional,7350,,,,,,,,,,,Euroa,,False
FY24-25,20313,Garfield,-38.09103,145.67422,regional,24850,,,,,,,,,,,Garfield,,False
FY24-25,20314,Geelong,-38.144241,144.354992,regional,974250,,,,,,,,,,,Geelong,,False
FY24-25,20315,Gisborne,-37.458825,144.598718,regional,134450,,,,,,,,,,,Gisborne,,False
FY24-25,20316,Heathcote Junction,-37.367732,145.026305,regional,6400,,,,,,,,,,,Heathcote Junction,,False
FY24-25,20317,Kangaroo Flat,-36.794838,144.248993,regional,86900,,,,,,,,,,,Kangaroo Flat,,False
FY24-25,20318,Kerang,-35.733122,143.924425,regional,7350,,,,,,,,,,,Kerang,,False
FY24-25,20319,Kilmore East,-37.293208,144.983565,regional,66350,,,,,,,,,,,Kilmore East,,False
FY24-25,20320,Kyneton,-37.258277,144.450602,regional,131650,,,,,,,,,,,Kyneton,,False
FY24-25,20321,Lara,-38.022428,144.414402,regional,333400,,,,,,,,,,,Lara,,False
FY24-25,20323,Little River,-37.962928,144.498485,regional,18550,,,,,,,,,,,Little River,,False
FY24-25,20324,Longwarry,-38.110992,145.76686,regional,18950,,,,,,,,,,,Longwarry,,False
FY24-25,20325,Macedon,-37.423577,144.561397,regional,41400,,,,,,,,,,,Macedon,,False
FY24-25,20326,Malmsbury,-37.189744,144.375325,regional,19650,,,,,,,,,,,Malmsbury,,False
FY24-25,20327,Marshall,-38.19855,144.355055,regional,186750,,,,,,,,,,,Marshall,,False
FY24-25,20328,Moe,-38.176713,146.262698,regional,123900,,,,,,,,,,,Moe,,False
FY24-25,20329,Mooroopna,-36.399128,145.358215,regional,9600,,,,,,,,,,,Mooroopna,,False
FY24-25,20330,Morwell,-38.236723,146.396752,regional,112950,,,,,,,,,,,Morwell,,False
